Locus Tag	Half Life combined fit	stdev_half_life_ABC
SYNPCC7002_D0005	2.117	0.193
SYNPCC7002_A0398	2.124	0.510
SYNPCC7002_A1823	2.126	0.122
SYNPCC7002_A1425	2.126	0.555
SYNPCC7002_A0430	2.127	0.282
SYNPCC7002_A0353	2.127	0.248
SYNPCC7002_A0865	2.128	0.592
SYNPCC7002_A0414	2.131	0.446
SYNPCC7002_A0470	2.132	0.957
SYNPCC7002_A2685	2.136	0.527
SYNPCC7002_A1424	2.140	0.088
SYNPCC7002_A2717	2.144	0.731
SYNPCC7002_A0210	2.145	0.497
SYNPCC7002_A2437	2.146	0.735
SYNPCC7002_A2608	2.148	0.462
SYNPCC7002_A2128	2.149	0.483
SYNPCC7002_A1582	2.150	0.668
SYNPCC7002_A1291	2.151	0.846
SYNPCC7002_A0755	2.155	2.268
SYNPCC7002_A0073	2.158	3.053
SYNPCC7002_A0985	2.160	0.689
SYNPCC7002_A0153	2.182	0.242
SYNPCC7002_A0410	2.186	0.407
SYNPCC7002_A1059	2.188	1.815
SYNPCC7002_A0426	2.193	0.100
SYNPCC7002_A0643	2.198	0.288
SYNPCC7002_A1721	2.203	1.932
SYNPCC7002_G0055	2.206	0.295
SYNPCC7002_A1298	2.208	0.443
SYNPCC7002_A2186	2.209	3.042
SYNPCC7002_A1830	2.213	0.386
SYNPCC7002_G0152	2.216	2.193
SYNPCC7002_A0489	2.221	1.616
SYNPCC7002_A0624	2.222	0.354
SYNPCC7002_A1751	2.229	0.888
SYNPCC7002_A0622	2.233	0.537
SYNPCC7002_A2367	2.235	0.444
SYNPCC7002_B0002	2.239	0.598
SYNPCC7002_A2851	2.243	0.120
SYNPCC7002_A0621	2.243	0.183
SYNPCC7002_A0853	2.249	0.336
SYNPCC7002_A0652	2.256	2.554
SYNPCC7002_A1058	2.260	1.801
SYNPCC7002_A2347	2.260	1.329
SYNPCC7002_A1831	2.262	0.338
SYNPCC7002_A2045	2.270	3.137
SYNPCC7002_A1824	2.270	0.247
SYNPCC7002_A1092	2.271	2.159
SYNPCC7002_A1179	2.272	0.223
SYNPCC7002_A0564	2.272	0.465
SYNPCC7002_A0049	2.283	0.667
SYNPCC7002_A2442	2.303	0.496
SYNPCC7002_A2069	2.315	3.190
SYNPCC7002_A1626	2.319	0.311
SYNPCC7002_A0409	2.319	0.526
SYNPCC7002_G0087	2.321	2.428
SYNPCC7002_A0201	2.332	0.724
SYNPCC7002_A1893	2.347	0.226
SYNPCC7002_A0548	2.348	0.248
SYNPCC7002_A1134	2.351	1.757
SYNPCC7002_A1316	2.351	1.911
SYNPCC7002_A1687	2.351	0.296
SYNPCC7002_A0246	2.353	0.567
SYNPCC7002_A1959	2.354	2.774
SYNPCC7002_A1057	2.363	0.369
SYNPCC7002_A2476	2.366	0.462
SYNPCC7002_A0042	2.366	2.247
SYNPCC7002_A1671	2.366	0.720
SYNPCC7002_A1330	2.367	1.781
SYNPCC7002_A0135	2.367	0.379
SYNPCC7002_A0676	2.371	0.386
SYNPCC7002_E0039	2.371	1.999
SYNPCC7002_A0586	2.376	0.739
SYNPCC7002_A1056	2.377	2.066
SYNPCC7002_A0896	2.378	0.386
SYNPCC7002_A1838	2.383	0.886
SYNPCC7002_A0595	2.384	0.269
SYNPCC7002_G0069	2.385	0.918
SYNPCC7002_A1628	2.393	2.155
SYNPCC7002_A1847	2.397	0.446
SYNPCC7002_A1951	2.399	0.821
SYNPCC7002_A1432	2.401	0.689
SYNPCC7002_A2686	2.402	0.787
SYNPCC7002_A0336	2.409	0.477
SYNPCC7002_A2458	2.412	1.808
SYNPCC7002_A0053	2.413	0.886
SYNPCC7002_A0623	2.421	2.101
SYNPCC7002_A1512	2.428	0.076
SYNPCC7002_A1273	2.431	0.134
SYNPCC7002_A2457	2.437	0.375
SYNPCC7002_A0990	2.440	1.477
SYNPCC7002_G0068	2.443	0.359
SYNPCC7002_A2285	2.446	0.472
SYNPCC7002_A1499	2.458	0.807
SYNPCC7002_A1053	2.460	2.102
SYNPCC7002_A1431	2.462	0.948
SYNPCC7002_A0184	2.464	0.921
SYNPCC7002_A2756	2.471	0.465
SYNPCC7002_A0268	2.477	0.331
SYNPCC7002_A1776	2.484	0.213
SYNPCC7002_A1775	2.487	0.827
SYNPCC7002_A0221	2.488	0.741
SYNPCC7002_A2260	2.488	0.614
SYNPCC7002_A1286	2.493	0.371
SYNPCC7002_A1055	2.493	2.254
SYNPCC7002_A0902	2.494	2.479
SYNPCC7002_A1344	2.501	2.309
SYNPCC7002_A0619	2.504	0.073
SYNPCC7002_A0620	2.505	1.859
SYNPCC7002_A1054	2.505	0.293
SYNPCC7002_F0045	2.532	1.162
SYNPCC7002_A2604	2.533	1.926
SYNPCC7002_G0128	2.536	0.356
SYNPCC7002_A2376	2.536	0.271
SYNPCC7002_A1885	2.546	0.377
SYNPCC7002_F0046	2.550	0.226
SYNPCC7002_A0672	2.556	0.212
SYNPCC7002_A1774	2.559	1.107
SYNPCC7002_A1126	2.564	2.298
SYNPCC7002_A0644	2.565	2.998
SYNPCC7002_D0024	2.574	0.200
SYNPCC7002_A2779	2.581	0.440
SYNPCC7002_A2217	2.581	6.888
SYNPCC7002_A0957	2.581	0.657
SYNPCC7002_A0172	2.584	0.566
SYNPCC7002_A0174	2.589	0.611
SYNPCC7002_A0749	2.590	0.281
SYNPCC7002_A0814	2.598	2.730
SYNPCC7002_A2547	2.603	0.302
SYNPCC7002_A0913	2.608	0.121
SYNPCC7002_A1024	2.615	0.576
SYNPCC7002_G0019	2.617	0.213
SYNPCC7002_A0984	2.618	1.287
SYNPCC7002_A2730	2.624	0.717
SYNPCC7002_A0923	2.626	0.113
SYNPCC7002_A1714	2.633	8.901
SYNPCC7002_A0203	2.636	0.326
SYNPCC7002_A0343	2.638	1.963
SYNPCC7002_A0040	2.639	2.563
SYNPCC7002_A0992	2.641	2.120
SYNPCC7002_A2173	2.642	3.946
SYNPCC7002_A0202	2.642	0.914
SYNPCC7002_A2057	2.672	2.734
SYNPCC7002_A0862	2.681	0.758
SYNPCC7002_A0725	2.686	0.317
SYNPCC7002_E0001	2.698	0.725
SYNPCC7002_A1164	2.699	2.033
SYNPCC7002_A1654	2.701	0.559
SYNPCC7002_A0544	2.702	3.059
SYNPCC7002_A1953	2.705	0.606
SYNPCC7002_A1513	2.711	2.855
SYNPCC7002_A0393	2.712	2.516
SYNPCC7002_A0472	2.713	0.849
SYNPCC7002_A0724	2.717	1.977
SYNPCC7002_A0391	2.719	2.275
SYNPCC7002_A2518	2.732	0.555
SYNPCC7002_A2445	2.739	3.157
SYNPCC7002_A0248	2.748	0.382
SYNPCC7002_A1172	2.759	2.202
SYNPCC7002_A1752	2.769	1.366
SYNPCC7002_A2174	2.772	0.636
SYNPCC7002_A1292	2.783	0.716
SYNPCC7002_A0165	2.783	0.499
SYNPCC7002_A2375	2.790	0.255
SYNPCC7002_A0102	2.794	0.636
SYNPCC7002_A0614	2.797	4.667
SYNPCC7002_A0117	2.799	1.028
SYNPCC7002_A2422	2.801	0.774
SYNPCC7002_A0641	2.807	0.338
SYNPCC7002_A0078	2.808	0.397
SYNPCC7002_A0266	2.810	4.937
SYNPCC7002_A2201	2.813	2.064
SYNPCC7002_A2062	2.814	0.531
SYNPCC7002_A2150	2.815	0.689
SYNPCC7002_A2213	2.825	1.222
SYNPCC7002_A1456	2.838	1.685
SYNPCC7002_A0642	2.843	2.417
SYNPCC7002_A2605	2.846	0.599
SYNPCC7002_A2371	2.851	0.570
SYNPCC7002_A0864	2.851	0.211
SYNPCC7002_A2377	2.859	2.437
SYNPCC7002_A1171	2.863	1.746
SYNPCC7002_A0265	2.874	0.962
SYNPCC7002_A0463	2.881	0.279
SYNPCC7002_A1777	2.887	1.171
SYNPCC7002_A1514	2.891	2.316
SYNPCC7002_A0443	2.904	0.394
SYNPCC7002_A1571	2.914	2.658
SYNPCC7002_D0022	2.915	2.972
SYNPCC7002_A2036	2.920	0.395
SYNPCC7002_A2619	2.927	1.514
SYNPCC7002_A1989	2.940	2.451
SYNPCC7002_A0737	2.953	0.675
SYNPCC7002_A2212	2.971	2.838
SYNPCC7002_A0175	2.973	0.585
SYNPCC7002_A2754	2.974	1.441
SYNPCC7002_A0238	2.981	0.669
SYNPCC7002_A2620	2.984	2.548
SYNPCC7002_A1494	2.994	0.479
SYNPCC7002_A0118	3.012	0.546
SYNPCC7002_A0711	3.016	0.488
SYNPCC7002_A1929	3.026	0.288
SYNPCC7002_D0021	3.026	3.783
SYNPCC7002_A1264	3.036	0.828
SYNPCC7002_F0043	3.039	1.507
SYNPCC7002_A0322	3.054	0.445
SYNPCC7002_A2202	3.060	0.128
SYNPCC7002_G0020	3.067	0.302
SYNPCC7002_A0129	3.067	2.774
SYNPCC7002_A0736	3.070	2.598
SYNPCC7002_A2372	3.087	1.177
SYNPCC7002_A2507	3.097	3.711
SYNPCC7002_A0809	3.100	1.073
SYNPCC7002_A0618	3.106	2.168
SYNPCC7002_A1930	3.116	2.372
SYNPCC7002_A0337	3.119	0.741
SYNPCC7002_A1052	3.129	2.888
SYNPCC7002_A1676	3.133	0.464
SYNPCC7002_A2810	3.133	0.799
SYNPCC7002_A0180	3.138	0.953
SYNPCC7002_A2664	3.140	0.734
SYNPCC7002_A0988	3.152	0.208
SYNPCC7002_A0269	3.177	0.279
SYNPCC7002_A1741	3.183	2.578
SYNPCC7002_A0112	3.190	0.808
SYNPCC7002_G0078	3.198	1.499
SYNPCC7002_A0981	3.200	2.262
SYNPCC7002_A1958	3.202	0.680
SYNPCC7002_G0140	3.206	0.666
SYNPCC7002_E0028	3.208	0.964
SYNPCC7002_G0018	3.224	0.285
SYNPCC7002_A2549	3.262	0.261
SYNPCC7002_A0277	3.280	5.975
SYNPCC7002_A0106	3.280	0.398
SYNPCC7002_A0031	3.295	1.583
SYNPCC7002_A1203	3.338	0.601
SYNPCC7002_G0079	3.340	1.283
SYNPCC7002_E0002	3.352	1.591
SYNPCC7002_A1133	3.368	1.587
SYNPCC7002_A1773	3.388	1.354
SYNPCC7002_A2378	3.397	0.560
SYNPCC7002_A2621	3.417	1.105
SYNPCC7002_A0285	3.437	2.876
SYNPCC7002_A2379	3.443	1.453
SYNPCC7002_A2696	3.451	0.759
SYNPCC7002_A2254	3.457	5.305
SYNPCC7002_A1278	3.478	3.375
SYNPCC7002_F0086	3.478	1.548
SYNPCC7002_A1909	3.485	0.733
SYNPCC7002_G0070	3.505	0.471
SYNPCC7002_A0735	3.536	2.966
SYNPCC7002_A2594	3.549	4.776
SYNPCC7002_A2210	3.587	2.789
SYNPCC7002_A1772	3.594	1.258
SYNPCC7002_A0147	3.598	2.264
SYNPCC7002_A2380	3.604	1.847
SYNPCC7002_A1910	3.639	2.848
SYNPCC7002_A2606	3.671	0.654
SYNPCC7002_A0682	3.679	1.036
SYNPCC7002_G0017	3.692	2.258
SYNPCC7002_A2448	3.695	1.046
SYNPCC7002_A0176	3.699	0.767
SYNPCC7002_A0482	3.734	2.958
SYNPCC7002_A1490	3.738	0.973
SYNPCC7002_A0374	3.741	1.045
SYNPCC7002_A2521	3.745	2.821
SYNPCC7002_A1560	3.747	0.359
SYNPCC7002_A2435	3.749	2.205
SYNPCC7002_F0044	3.751	1.557
SYNPCC7002_A2305	3.753	0.929
SYNPCC7002_A0103	3.754	0.552
SYNPCC7002_A2286	3.768	0.442
SYNPCC7002_A2687	3.780	2.124
SYNPCC7002_A0186	3.787	1.249
SYNPCC7002_A2061	3.800	2.894
SYNPCC7002_A1393	3.805	0.668
SYNPCC7002_A2044	3.817	4.004
SYNPCC7002_A0808	3.859	0.217
SYNPCC7002_A0863	3.862	1.222
SYNPCC7002_A2209	3.872	2.668
SYNPCC7002_A0320	3.891	0.807
SYNPCC7002_A1347	3.901	1.173
SYNPCC7002_D0023	3.908	0.381
SYNPCC7002_A0569	3.926	1.212
SYNPCC7002_E0029	3.943	1.644
SYNPCC7002_A1285	3.947	0.440
SYNPCC7002_A1301	3.960	2.968
SYNPCC7002_A1180	3.991	3.697
SYNPCC7002_A2857	3.992	0.760
SYNPCC7002_F0041	4.009	1.108
SYNPCC7002_A0811	4.061	3.116
SYNPCC7002_A0215	4.064	0.829
SYNPCC7002_A2208	4.097	0.599
SYNPCC7002_A1418	4.098	1.068
SYNPCC7002_A0230	4.109	0.827
SYNPCC7002_A0167	4.175	2.801
SYNPCC7002_A1605	4.244	0.823
SYNPCC7002_A1387	4.281	3.401
SYNPCC7002_F0042	4.282	2.093
SYNPCC7002_A0231	4.305	0.776
SYNPCC7002_A1239	4.386	0.907
SYNPCC7002_A1589	4.614	0.286
SYNPCC7002_A1311	4.790	1.597
SYNPCC7002_A1965	4.909	1.672
SYNPCC7002_A2261	4.950	0.661
SYNPCC7002_A2462	4.991	14.818
SYNPCC7002_A1477	5.050	1.254
SYNPCC7002_A2563	5.294	2.389
